Site TA,Site & transect,Transect Point (m),Date,Time,Total Cover (%),Algae (% cover),Sessile Invertebrates (% Cover),Algae (Count),Sessile invertebrates (Count),Mobile Invertebrates (Count),All Invertebrates (Count),Comments,SUM WORM,SUM MUSSEL,SUM BARNACLE,SUM ULVA SPP,SUM SUGAR KELP,SUM FLIES,SUM SNAIL GEN,SUM OYSTER,SUM LIMPET,SUM FLEA,SUM ISOPOD GEN,SUM CRAB GEN,SUM LITTORINA SNAIL,SUM RED/BROWN ALGAE,SUM ANTHROPOD,SUM AMPHIPOD,SUM SOWBUG,SUM SHORE CRAB,SUM RED ALGAE,SUM BROWN ALGAE,SUM SEA CAULIFLOWER,SUM SHRIMP,SUM INVERTEBRATE,SUM WIREWEED,SUM GREEN ALGAE,SUM ROCKWEED,SUM CLAM,SUM INSECT,SUM TURKISH WASHCLOTH,SUM BARREL SHELLS,SUM HERMIT CRAB
4,TA-4-4,10,2023-06-02,12:30:00,70,71,19,3,2,1,3,"ulva spp., fucus distichus, blue mussels, brown mat algae, littorina spp. 1% mobile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-5,19,2023-06-02,11:54:00,10,30,65,2,2,1,3,"sea lettuce (tube & blade), mussels and barnacles, limpets. 0.5% mobile",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-5,5,2023-06-02,11:58:00,80,75,24,2,2,1,3,"mussels and barnacles, limpets, sea lettuce ",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-2,24,2023-06-06,14:52:00,15,7,93,1,2,0,2,"barnacles, rockweed, mussel",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,TA-3-2,21,2023-06-06,14:58:00,25,40,56,1,2,1,3,"limpet, mussels, barnacles, rockweed. 1% mobile",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,TA-3-4,27,2023-06-06,13:32:00,50,50,50,1,2,2,4,"green shell snail w white stripes, barnacles, mussels, limpets, rockweed. 1% mobile",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,TA-3-4,13,2023-06-06,14:06:00,17,3,88,1,2,2,4,"limpets, barnacles, mussels, littorine snail. 1.5% mobile",0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-5,11,2023-06-06,14:09:00,35,14,86,2,3,1,4,"limpets, barnacles, mussels, littorine snail. 0.5% mobile",0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-5,6,2023-06-06,14:16:00,85,2,97,1,2,1,3,"barnacles, limpets, mussels. 0.5% mobile",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-6,5,2023-06-06,14:58:00,85,24,76,2,2,0,2,"barnacles, mussels",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-6,25,2023-06-06,14:30:00,15,50,50,2,2,0,2,"barnacles, mussels",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-2,7,2023-06-07,15:12:00,20,35,50,3,2,1,3,3% mobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-2,1,2023-06-07,15:20:00,30,30,67,2,3,1,4,"oyster, mussels, snails. 1% mobile",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-3,10,2023-06-07,15:35:00,25,40,40,2,2,1,3,"snails, mussels, barnacles, rockweed, sea lettuce. 5% mobile",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,TA-2-3,6,2023-06-07,16:00:00,70,43,54,1,2,1,3,"isopod, snails, barnacles, mussels, rockweed. 2% mobile",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,TA-2-5,23,2023-06-07,14:21:00,25,10,86,2,2,1,3,"sea lettuce, red seaweed, barnacles, mussels, limpets. 1% mobile",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-5,8,2023-06-07,14:55:00,40,75,25,1,2,1,3,"sea lettuce, acorn barnacles, mussels, limpet",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-8,30,2023-06-07,13:57:00,100,40,59.5,2,2,1,3,"rockweed, sea lettuce, barnacles (maybe), blue mussels, limpets. 0.5% mobile, maybe 3 sessile diversity count",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,TA-2-8,15,2023-06-07,14:15:00,95,16,84,1,2,0,2,"sea lettuce, mussels, acorn barnacles",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-2,7,2023-06-30,09:49:00,100,90,9.5,1,2,2,4,"blue mussels, 1 snail, 1 limpet, <5 barnacles. 0.5% mobile cover",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-2,24,2023-06-30,10:07:00,5,90,10,1,1,0,1,"mussels, sea lettuce  ",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-3,6,2023-06-30,10:39:00,98,98,2,2,2,0,2,"rockweed, sea lettuce, blue mussels, acorn barnacles",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,TA-1-3,8,2023-06-30,10:42:00,85,41,59,2,2,1,3,limpet,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-4,27,2023-06-30,10:29:00,35,100,0,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-4,11,2023-06-30,10:34:00,90,16,83,2,2,1,3,"barnacles, mussels, limpet. 1% mobile cover",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-7,3,2023-06-30,10:07:00,70,7,91,1,2,1,3,"barnacles, mussel, limpet",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-7,20,2023-06-30,09:21:00,5,20,80,1,2,0,2,"blue mussels, acorn barnacles",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
